st_name,st_distance,st_right_ascension,st_declination,st_spectral_type,st_solar_radii,st_mass,st_luminosity,st_effective_temp,pl_discovery_method,pl_orbital_period,pl_orbital_sm_axis,pl_orbital_eccentricity,pl_orbital_inclination,pl_jupiter_mass,pl_earth_mass,pl_earth_mass_sini,pl_jupiter_radii,pl_earth_radii,pl_density,pl_equilibrium_temp
Kepler-229,,286.999471,48.375797,,0.73,,,5120,Transit,41.194912,0.22,,,,,,0.343,3.85,,
Kepler-23,800,294.218924,49.479225,,1.55,1.11,0.362,5828,Transit,7.1073,0.075,,,0.8,254.3,,0.17,1.9,,
Kepler-23,800,294.218924,49.479225,,1.55,1.11,0.362,5828,Transit,10.7421,0.099,,,2.7,858.1,,0.285,3.2,,
Kepler-23,800,294.218924,49.479225,,1.55,1.11,0.362,5828,Transit,15.274299,0.124,,,,,,0.196,2.2,,
Kepler-230,,285.718538,48.505859,,0.82,,,5588,Transit,32.625555,0.191,,,,,,0.38,4.26,,
Kepler-230,,285.718538,48.505859,,0.82,,,5588,Transit,91.773242,0.38,,,,,,0.182,2.04,,
Kepler-231,,293.973353,50.531914,,0.49,0.58,,3767,Transit,10.065275,0.074,,,,,,0.154,1.73,,
Kepler-231,,293.973353,50.531914,,0.49,0.58,,3767,Transit,19.271566,0.114,,,,,,0.172,1.93,,
Kepler-232,,295.816158,51.121742,,0.97,,,5847,Transit,4.431222,0.054,,,,,,0.275,3.08,,
Kepler-232,,295.816158,51.121742,,0.97,,,5847,Transit,11.379349,0.101,,,,,,0.342,3.83,,
Kepler-233,,296.366522,51.319523,,0.76,,,5360,Transit,8.472382,0.077,,,,,,0.217,2.43,,
Kepler-233,,296.366522,51.319523,,0.76,,,5360,Transit,60.418955,0.287,,,,,,0.242,2.71,,
Kepler-234,,291.653519,38.494659,,1.11,,,6224,Transit,2.711506,0.04,,,,,,0.33,3.7,,
Kepler-234,,291.653519,38.494659,,1.11,,,6224,Transit,7.21205,0.077,,,,,,0.313,3.51,,
Kepler-235,,286.079103,39.278313,,0.55,0.59,,4255,Transit,3.340222,0.037,,,,,,0.199,2.23,,
Kepler-235,,286.079103,39.278313,,0.55,0.59,,4255,Transit,7.824904,0.065,,,,,,0.114,1.28,,
Kepler-235,,286.079103,39.278313,,0.55,0.59,,4255,Transit,20.060548,0.122,,,,,,0.183,2.05,,
Kepler-235,,286.079103,39.278313,,0.55,0.59,,4255,Transit,46.183669,0.213,,,,,,0.198,2.22,,
Kepler-236,,283.866378,39.898092,,0.51,0.56,,3750,Transit,8.295611,0.065,,,,,,0.14,1.57,,
Kepler-236,,283.866378,39.898092,,0.51,0.56,,3750,Transit,23.968127,0.132,,,,,,0.178,2,,
Kepler-237,,283.221387,40.421834,,0.72,0.7,,4861,Transit,4.715106,0.05,,,,,,0.126,1.41,,
Kepler-237,,283.221387,40.421834,,0.72,0.7,,4861,Transit,8.103636,0.071,,,,,,0.186,2.08,,
Kepler-238,,287.897113,40.637815,,1.43,1.06,,5751,Transit,2.090876,0.034,,,,,,0.154,1.73,,
Kepler-238,,287.897113,40.637815,,1.43,1.06,,5751,Transit,6.155557,0.069,,,,,,0.213,2.39,,
Kepler-238,,287.897113,40.637815,,1.43,1.06,,5751,Transit,13.233549,0.115,,,,,,0.274,3.07,,
Kepler-238,,287.897113,40.637815,,1.43,1.06,,5751,Transit,23.654,,,,0.534,169.7,,0.5,5.6,,
Kepler-238,,287.897113,40.637815,,1.43,1.06,,5751,Transit,50.447,,,,0.042,13.5,,0.178,2,,
Kepler-239,,294.202137,40.663406,,0.76,0.74,,4914,Transit,11.763051,0.095,,,,,,0.208,2.33,,
Kepler-239,,294.202137,40.663406,,0.76,0.74,,4914,Transit,56.228098,0.268,,,,,,0.224,2.51,,
Kepler-24,1200,290.413267,38.343754,,1.29,1.03,0.064,5897,Transit,8.1453,0.08,,,1.6,508.5,,0.214,2.4,,
Kepler-24,1200,290.413267,38.343754,,1.29,1.03,0.064,5897,Transit,12.3335,0.106,,,1.6,508.5,,0.25,2.8,,
Kepler-24,1200,290.413267,38.343754,,1.29,1.03,0.064,5897,Transit,4.244384,0.051,,,,,,0.149,1.67,,
Kepler-24,1200,290.413267,38.343754,,1.29,1.03,0.064,5897,Transit,18.998355,0.138,,,,,,0.248,2.78,,
Kepler-240,,291.158774,40.750263,,0.74,,,4985,Transit,4.144495,0.048,,,,,,0.122,1.37,,
Kepler-240,,291.158774,40.750263,,0.74,,,4985,Transit,7.953528,0.074,,,,,,0.196,2.2,,
Kepler-241,,292.913118,41.060921,,0.67,,,4699,Transit,12.718092,0.094,,,,,,0.208,2.33,,
Kepler-241,,292.913118,41.060921,,0.67,,,4699,Transit,36.065978,0.189,,,,,,0.229,2.57,,
Kepler-242,,286.565695,41.808403,,0.85,,,5020,Transit,8.20395,0.075,,,,,,0.233,2.61,,
Kepler-242,,286.565695,41.808403,,0.85,,,5020,Transit,14.496481,0.109,,,,,,0.178,2,,
Kepler-243,,285.11047,42.033958,,0.84,0.89,,5228,Transit,5.715442,0.062,,,,,,0.219,2.45,,
Kepler-243,,285.11047,42.033958,,0.84,0.89,,5228,Transit,20.026218,0.142,,,,,,0.178,1.99,,
Kepler-244,,287.24268,42.301369,,0.8,,,5554,Transit,4.311792,0.05,,,,,,0.246,2.76,,
Kepler-244,,287.24268,42.301369,,0.8,,,5554,Transit,9.767292,0.087,,,,,,0.183,2.05,,
Kepler-244,,287.24268,42.301369,,0.8,,,5554,Transit,20.050401,0.14,,,,,,0.206,2.31,,
Kepler-245,,291.638965,42.436317,,0.8,0.8,,5100,Transit,7.49019,0.071,,,,,,0.229,2.57,,
Kepler-245,,291.638965,42.436317,,0.8,0.8,,5100,Transit,17.460812,0.124,,,,,,0.194,2.18,,
Kepler-245,,291.638965,42.436317,,0.8,0.8,,5100,Transit,36.277108,0.202,,,,,,0.27,3.03,,
Kepler-245,,291.638965,42.436317,,0.8,0.8,,5100,Transit,3.21982106,,,,,,,0.156,1.75,,
Kepler-246,,296.483427,42.663429,,0.83,0.86,,5206,Transit,4.60182,0.052,,,,,,0.209,2.34,,
Kepler-246,,296.483427,42.663429,,0.83,0.86,,5206,Transit,11.187161,0.095,,,,,,0.134,1.5,,
Kepler-247,,288.642531,43.039291,,0.77,,,5100,Transit,3.33616,0.042,,,,,,0.146,1.64,,
Kepler-247,,288.642531,43.039291,,0.77,,,5100,Transit,9.439452,0.084,,,,,,0.365,4.09,,
Kepler-247,,288.642531,43.039291,,0.77,,,5100,Transit,20.477912,0.14,,,,,,0.352,3.94,,
Kepler-248,,293.061384,43.581356,,0.83,,,5190,Transit,6.308205,0.066,,,,,,0.269,3.02,,
Kepler-248,,293.061384,43.581356,,0.83,,,5190,Transit,16.239494,0.123,,,,,,0.363,4.07,,
Kepler-249,,296.985068,43.658524,,0.48,,,3568,Transit,3.306539,0.035,,,,,,0.097,1.09,,
Kepler-249,,296.985068,43.658524,,0.48,,,3568,Transit,7.113702,0.058,,,,,,0.135,1.51,,
Kepler-249,,296.985068,43.658524,,0.48,,,3568,Transit,15.368459,0.097,,,,,,0.14,1.57,,
Kepler-25,,286.638393,39.487894,,1.31,1.19,,6270,Transit,6.2385,,,,0.0302,9.6,,0.242,2.71,2.5,
Kepler-25,,286.638393,39.487894,,1.31,1.19,,6270,Transit,12.7204,,,,0.0774,24.6,,0.464,5.2,0.9,
Kepler-25,,286.638393,39.487894,,1.31,1.19,,6270,Radial Velocity,123,,,,0.283,89.9,,,,,
Kepler-250,,289.594765,44.141953,,0.81,0.8,,5160,Transit,4.148141,0.048,,,,,,0.101,1.13,,
Kepler-250,,289.594765,44.141953,,0.81,0.8,,5160,Transit,7.156804,0.069,,,,,,0.203,2.28,,
Kepler-250,,289.594765,44.141953,,0.81,0.8,,5160,Transit,17.648312,0.127,,,,,,0.194,2.18,,
Kepler-251,,296.566237,44.105865,,0.89,0.91,,5526,Transit,4.790936,0.053,,,,,,0.119,1.33,,
Kepler-251,,296.566237,44.105865,,0.89,0.91,,5526,Transit,16.514043,0.122,,,,,,0.247,2.77,,
Kepler-251,,296.566237,44.105865,,0.89,0.91,,5526,Transit,30.133001,0.182,,,,,,0.247,2.77,,
Kepler-251,,296.566237,44.105865,,0.89,0.91,,5526,Transit,99.640161,0.404,,,,,,0.247,2.77,,
Kepler-252,,295.579345,44.545963,,0.55,0.52,,4208,Transit,6.668391,0.058,,,,,,0.11,1.23,,
Kepler-252,,295.579345,44.545963,,0.55,0.52,,4208,Transit,10.848463,0.08,,,,,,0.192,2.15,,
Kepler-253,,291.841992,44.858089,,0.79,,,5208,Transit,3.783986,0.046,,,,,,0.145,1.63,,
Kepler-253,,291.841992,44.858089,,0.79,,,5208,Transit,10.281951,0.089,,,,,,0.236,2.65,,
Kepler-253,,291.841992,44.858089,,0.79,,,5208,Transit,18.119869,0.13,,,,,,0.283,3.17,,
Kepler-254,,288.164701,45.816504,,0.91,,,5957,Transit,5.826662,0.064,,,,,,0.345,3.87,,
Kepler-254,,288.164701,45.816504,,0.91,,,5957,Transit,12.412183,0.105,,,,,,0.192,2.15,,
Kepler-254,,288.164701,45.816504,,0.91,,,5957,Transit,18.746477,0.139,,,,,,0.223,2.5,,
Kepler-255,,296.064233,45.976841,,0.93,0.97,,5573,Transit,5.714606,0.063,,,,,,0.138,1.55,,
Kepler-255,,296.064233,45.976841,,0.93,0.97,,5573,Transit,9.946047,0.092,,,,,,0.267,2.99,,
Kepler-255,,296.064233,45.976841,,0.93,0.97,,5573,Transit,1.04562266,,,,,,,0.118,1.32,,
Kepler-256,,292.580445,46.097389,,1.3,1.02,,5551,Transit,1.620493,0.027,,,,,,0.142,1.59,,
Kepler-256,,292.580445,46.097389,,1.3,1.02,,5551,Transit,3.38802,0.045,,,,,,0.192,2.15,,
Kepler-256,,292.580445,46.097389,,1.3,1.02,,5551,Transit,5.839172,0.064,,,,,,0.221,2.48,,
Kepler-256,,292.580445,46.097389,,1.3,1.02,,5551,Transit,10.681572,0.096,,,,,,0.21,2.35,,
Kepler-257,,297.315994,46.023269,,1.04,,,5180,Transit,2.382667,0.034,,,,,,0.233,2.61,,
Kepler-257,,297.315994,46.023269,,1.04,,,5180,Transit,6.581484,0.066,,,,,,0.483,5.41,,
Kepler-257,,297.315994,46.023269,,1.04,,,5180,Transit,24.664551,0.16,,,,,,0.442,4.95,,
Kepler-258,,294.06849,46.57933,,0.92,0.8,,4942,Transit,13.19722,0.103,,,,,,0.362,4.06,,
Kepler-258,,294.06849,46.57933,,0.92,0.8,,4942,Transit,33.653079,0.193,,,,,,0.322,3.61,,
Kepler-259,,288.211929,46.615005,,0.9,,,5938,Transit,8.115317,0.079,,,,,,0.25,2.8,,
Kepler-259,,288.211929,46.615005,,0.9,,,5938,Transit,36.924931,0.217,,,,,,0.241,2.7,,
Kepler-26,,284.940997,46.56654,,0.51,0.54,,3914,Transit,12.28,,,,0.01611,5.12,,0.248,2.78,1.26,
Kepler-26,,284.940997,46.56654,,0.51,0.54,,3914,Transit,17.2559,,,,0.01951,6.2,,0.243,2.72,1.61,
Kepler-26,,284.940997,46.56654,,0.51,0.54,,3914,Transit,3.543919,0.039,,,,,,0.095,1.07,,
Kepler-26,,284.940997,46.56654,,0.51,0.54,,3914,Transit,46.827915,0.22,,,,,,0.215,2.41,,
Kepler-260,,291.925972,38.014122,,0.86,0.88,,5250,Transit,8.187399,0.075,,,,,,0.179,2.01,,
Kepler-260,,291.925972,38.014122,,0.86,0.88,,5250,Transit,76.050178,0.332,,,,,,0.155,1.74,,
Kepler-261,,291.364773,37.609184,,0.79,0.87,,5098,Transit,10.381227,0.088,,,,,,0.194,2.18,,
Kepler-261,,291.364773,37.609184,,0.79,0.87,,5098,Transit,24.570858,0.156,,,,,,0.178,2,,
Kepler-262,,290.728675,37.252649,,0.88,,,5841,Transit,13.060855,0.108,,,,,,0.121,1.36,,
Kepler-262,,290.728675,37.252649,,0.88,,,5841,Transit,21.853722,0.152,,,,,,0.146,1.64,,
Kepler-263,,292.469762,37.567794,,0.79,,,5265,Transit,16.568087,0.12,,,,,,0.238,2.67,,
Kepler-263,,292.469762,37.567794,,0.79,,,5265,Transit,47.332773,0.242,,,,,,0.22,2.47,,
Kepler-264,,292.044615,37.376246,,1.55,1.32,,6158,Transit,40.806231,0.249,,,,,,0.297,3.33,,
Kepler-264,,292.044615,37.376246,,1.55,1.32,,6158,Transit,140.101261,0.566,,,,,,0.252,2.83,,
Kepler-265,,290.510478,41.24482,,1.1,1.03,,5835,Transit,6.846262,0.069,,,,,,0.166,1.86,,
Kepler-265,,290.510478,41.24482,,1.1,1.03,,5835,Transit,17.028937,0.127,,,,,,0.235,2.63,,
Kepler-265,,290.510478,41.24482,,1.1,1.03,,5835,Transit,43.130617,0.236,,,,,,0.222,2.49,,
Kepler-265,,290.510478,41.24482,,1.1,1.03,,5835,Transit,67.831024,0.319,,,,,,0.231,2.59,,
Kepler-266,,294.484378,44.166916,,1.03,0.99,,5885,Transit,6.61833,0.071,,,,,,0.221,2.48,,
Kepler-266,,294.484378,44.166916,,1.03,0.99,,5885,Transit,107.723601,0.457,,,,,,0.347,3.89,,
Kepler-267,,299.830387,47.157461,,0.56,0.56,,4258,Transit,3.353728,0.037,,,,,,0.177,1.98,,
Kepler-267,,299.830387,47.157461,,0.56,0.56,,4258,Transit,6.87745,0.06,,,,,,0.19,2.13,,
Kepler-267,,299.830387,47.157461,,0.56,0.56,,4258,Transit,28.464515,0.154,,,,,,0.203,2.27,,
Kepler-268,,291.976175,38.055075,,1.27,,,6081,Transit,25.934138,0.18,,,,,,0.227,2.55,,
Kepler-268,,291.976175,38.055075,,1.27,,,6081,Transit,83.446393,0.391,,,,,,0.302,3.38,,
Kepler-269,,290.215171,41.775967,,0.96,0.98,,5847,Transit,5.326718,0.061,,,,,,0.22,2.47,,
Kepler-269,,290.215171,41.775967,,0.96,0.98,,5847,Transit,8.127899,0.081,,,,,,0.151,1.69,,
Kepler-27,,292.236769,41.085876,,0.59,0.65,,5400,Transit,15.3348,0.118,,,9.11,2895.31,,0.357,4,,
Kepler-27,,292.236769,41.085876,,0.59,0.65,,5400,Transit,31.3309,0.191,,,13.8,4385.87,,0.437,4.9,,
Kepler-270,,282.2001,44.422302,,1.46,,,6067,Transit,11.476094,0.107,,,,,,0.179,2.01,,
Kepler-270,,282.2001,44.422302,,1.46,,,6067,Transit,25.262887,0.18,,,,,,0.158,1.77,,
Kepler-271,,283.00298,44.284233,,0.88,,,5524,Transit,5.217738,0.056,,,,,,0.079,0.89,,
Kepler-271,,283.00298,44.284233,,0.88,,,5524,Transit,7.410935,0.071,,,,,,0.089,1,,
Kepler-271,,283.00298,44.284233,,0.88,,,5524,Transit,5.24972541,,,,,,,0.059,0.66,,
Kepler-272,,299.127524,47.59383,,0.93,0.79,,5297,Transit,2.971353,0.038,,,,,,0.128,1.43,,
Kepler-272,,299.127524,47.59383,,0.93,0.79,,5297,Transit,6.057342,0.061,,,,,,0.16,1.79,,
Kepler-272,,299.127524,47.59383,,0.93,0.79,,5297,Transit,10.937304,0.091,,,,,,0.201,2.25,,
Kepler-273,,291.302209,47.697758,,0.81,,,5626,Transit,2.936532,0.037,,,,,,0.134,1.5,,
Kepler-273,,291.302209,47.697758,,0.81,,,5626,Transit,8.014927,0.073,,,,,,0.177,1.98,,
Kepler-274,,292.922774,38.477274,,1.01,,,6023,Transit,11.634788,0.101,,,,,,0.137,1.54,,
Kepler-274,,292.922774,38.477274,,1.01,,,6023,Transit,33.197861,0.204,,,,,,0.164,1.84,,
Kepler-275,,292.479713,38.514927,,1.38,1.24,,6165,Transit,10.300682,0.098,,,,,,0.209,2.34,,
Kepler-275,,292.479713,38.514927,,1.38,1.24,,6165,Transit,16.088134,0.132,,,,,,0.302,3.38,,
Kepler-275,,292.479713,38.514927,,1.38,1.24,,6165,Transit,35.676062,0.224,,,,,,0.297,3.33,,
Kepler-276,,293.56815,39.036326,,1.05,1.1,,6105,Transit,14.12841,0.119,,,,,,0.256,2.87,,
Kepler-276,,293.56815,39.036326,,1.05,1.1,,6105,Transit,31.884,,,,0.052,16.6,,0.259,2.9,,
Kepler-276,,293.56815,39.036326,,1.05,1.1,,6105,Transit,48.648,,,,0.051,16.3,,0.25,2.8,,
Kepler-277,,286.583175,39.077209,,1.69,1.12,,5946,Transit,17.324,,,,0.275,87.3,,0.261,2.92,,
Kepler-277,,286.583175,39.077209,,1.69,1.12,,5946,Transit,33.006,,,,0.202,64.2,,0.3,3.36,,
Kepler-278,,290.107193,38.702235,,2.94,,,4991,Transit,30.160546,0.207,,,,,,0.363,4.07,,
Kepler-278,,290.107193,38.702235,,2.94,,,4991,Transit,51.078775,0.294,,,,,,0.32,3.59,,
Kepler-279,,287.391224,42.194836,,1.75,1.1,,6363,Transit,12.309681,0.112,,,,,,0.323,3.62,,
Kepler-279,,287.391224,42.194836,,1.75,1.1,,6363,Transit,35.736,,,,0.155,49.4,,0.384,4.3,,
Kepler-279,,287.391224,42.194836,,1.75,1.1,,6363,Transit,54.414,,,,0.118,37.5,,0.277,3.1,,
Kepler-28,,292.137029,42.42942,,0.7,0.75,,4590,Transit,5.9123,0.062,,,1.51,479.9,,0.321,3.6,,
Kepler-28,,292.137029,42.42942,,0.7,0.75,,4590,Transit,8.9858,0.081,,,1.36,432.23,,0.303,3.4,,
Kepler-280,,291.39051,42.180588,,0.89,0.91,,5744,Transit,2.139542,0.032,,,,,,0.129,1.45,,
Kepler-280,,291.39051,42.180588,,0.89,0.91,,5744,Transit,4.807091,0.056,,,,,,0.179,2.01,,
Kepler-281,,294.108191,44.770699,,0.9,0.98,,5723,Transit,14.646008,0.117,,,,,,0.252,2.82,,
Kepler-281,,294.108191,44.770699,,0.9,0.98,,5723,Transit,36.337373,0.215,,,,,,0.474,5.31,,
Kepler-282,,284.677277,44.797684,,0.9,0.97,,5602,Transit,9.220524,0.082,,,,,,0.09,1.01,,
Kepler-282,,284.677277,44.797684,,0.9,0.97,,5602,Transit,13.638723,0.106,,,,,,0.107,1.2,,
Kepler-282,,284.677277,44.797684,,0.9,0.97,,5602,Transit,24.806,,,,0.192,61,,0.219,2.46,,
Kepler-282,,284.677277,44.797684,,0.9,0.97,,5602,Transit,44.347,,,,0.177,56.2,,0.277,3.1,,
Kepler-283,,293.613726,47.838998,,0.57,,,4351,Transit,11.008151,0.082,,,,,,0.19,2.13,,
Kepler-283,,293.613726,47.838998,,0.57,,,4351,Transit,92.743711,0.341,,,,,,0.162,1.82,,
Kepler-284,,293.146491,47.729649,,0.81,,,5615,Transit,12.699149,0.104,,,,,,0.2,2.24,,
Kepler-284,,293.146491,47.729649,,0.81,,,5615,Transit,37.514456,0.213,,,,,,0.233,2.61,,
Kepler-285,,291.390905,48.065609,,0.81,0.85,,5411,Transit,2.633867,0.036,,,,,,0.12,1.34,,
Kepler-285,,291.390905,48.065609,,0.81,0.85,,5411,Transit,6.186676,0.064,,,,,,0.1,1.12,,
Kepler-286,,290.676145,48.294289,,0.86,,,5580,Transit,1.796302,0.027,,,,,,0.111,1.24,,
Kepler-286,,290.676145,48.294289,,0.86,,,5580,Transit,3.468095,0.042,,,,,,0.122,1.37,,
Kepler-286,,290.676145,48.294289,,0.86,,,5580,Transit,5.914323,0.061,,,,,,0.119,1.33,,
Kepler-286,,290.676145,48.294289,,0.86,,,5580,Transit,29.221289,0.176,,,,,,0.158,1.77,,
Kepler-287,,290.927458,48.44355,,1.03,,,5806,Transit,20.342199,0.145,,,,,,0.208,2.33,,
Kepler-287,,290.927458,48.44355,,1.03,,,5806,Transit,44.851896,0.246,,,,,,0.291,3.26,,
Kepler-288,,288.916426,39.594717,,1.09,0.89,,5918,Transit,6.097326,0.065,,,,,,0.149,1.67,,
Kepler-288,,288.916426,39.594717,,1.09,0.89,,5918,Transit,19.305772,0.14,,,,,,0.254,2.85,,
Kepler-288,,288.916426,39.594717,,1.09,0.89,,5918,Transit,56.633742,0.287,,,,,,0.238,2.67,,
Kepler-289,700,297.465344,42.88285,,1,1.08,0.061,5990,Transit,34.545,0.21,,89.59,0.023,7.3,,0.192,2.15,4.1,
Kepler-289,700,297.465344,42.88285,,1,1.08,0.061,5990,Transit,125.8518,0.51,,89.794,0.42,132,,1.034,11.59,0.47,
Kepler-289,700,297.465344,42.88285,,1,1.08,0.061,5990,Transit,66.0634,0.33,,89.73,0.013,4,,0.239,2.68,1.2,
Kepler-29,1400,298.348324,47.491226,,0.93,0.98,,5701,Transit,10.3384,,,,0.01419,4.51,,0.299,3.35,0.65,
Kepler-29,1400,298.348324,47.491226,,0.93,0.98,,5701,Transit,13.2884,,,,0.01259,4,,0.28,3.14,0.7,
Kepler-290,,286.409984,42.681553,,0.74,,,5147,Transit,14.589347,0.11,,,,,,0.201,2.25,,
Kepler-290,,286.409984,42.681553,,0.74,,,5147,Transit,36.77031,0.205,,,,,,0.241,2.7,,
Kepler-291,,287.916357,42.437302,,1.02,1.03,,6002,Transit,3.546511,0.047,,,,,,0.193,2.16,,
Kepler-291,,287.916357,42.437302,,1.02,1.03,,6002,Transit,5.700786,0.065,,,,,,0.168,1.88,,
Kepler-292,,295.766145,42.424288,,0.83,0.88,,5299,Transit,2.580827,0.035,,,,,,0.118,1.32,,
Kepler-292,,295.766145,42.424288,,0.83,0.88,,5299,Transit,3.715335,0.045,,,,,,0.131,1.47,,
Kepler-292,,295.766145,42.424288,,0.83,0.88,,5299,Transit,7.055679,0.068,,,,,,0.199,2.23,,
Kepler-292,,295.766145,42.424288,,0.83,0.88,,5299,Transit,11.97901,0.097,,,,,,0.238,2.67,,
Kepler-292,,295.766145,42.424288,,0.83,0.88,,5299,Transit,20.834237,0.141,,,,,,0.21,2.35,,
Kepler-293,,286.358057,42.406509,,0.96,1.01,,5804,Transit,19.254196,0.144,,,,,,0.274,3.07,,
Kepler-293,,286.358057,42.406509,,0.96,1.01,,5804,Transit,54.155743,0.286,,,,,,0.342,3.83,,
Kepler-294,,287.392009,46.059312,,0.98,,,5913,Transit,3.701212,0.048,,,,,,0.158,1.77,,
Kepler-294,,287.392009,46.059312,,0.98,,,5913,Transit,6.6264,0.071,,,,,,0.242,2.71,,
Kepler-295,,285.345843,45.367786,,0.9,,,5603,Transit,12.645164,0.099,,,,,,0.109,1.22,,
Kepler-295,,285.345843,45.367786,,0.9,,,5603,Transit,21.526258,0.142,,,,,,0.104,1.17,,
Kepler-295,,285.345843,45.367786,,0.9,,,5603,Transit,33.884054,0.192,,,,,,0.121,1.36,,
Kepler-296,226,286.540008,49.437326,,0.48,0.5,,3740,Transit,10.864384,0.079,0.33,,,,,0.144,1.61,,
Kepler-296,226,286.540008,49.437326,,0.48,0.5,,3740,Transit,5.8416366,0.0521,0.33,,,,,0.178,2,,
Kepler-296,226,286.540008,49.437326,,0.48,0.5,,3740,Transit,19.850291,0.118,0.33,,,,,0.186,2.09,,
Kepler-296,226,286.540008,49.437326,,0.48,0.5,,3740,Transit,34.14211,0.169,0.33,,,,,0.136,1.53,,
Kepler-296,226,286.540008,49.437326,,0.48,0.5,,3740,Transit,63.33627,0.255,0.33,,,,,0.161,1.8,,
Kepler-297,,283.209159,48.777645,,0.92,,,5619,Transit,38.871826,0.217,,,,,,0.256,2.87,,
Kepler-297,,283.209159,48.777645,,0.92,,,5619,Transit,74.920137,0.336,,,,,,0.583,6.54,,
Kepler-298,,283.039792,48.825359,,0.58,0.65,,4465,Transit,10.475464,0.08,,,,,,0.175,1.96,,
Kepler-298,,283.039792,48.825359,,0.58,0.65,,4465,Transit,22.92881,0.136,,,,,,0.172,1.93,,
Kepler-298,,283.039792,48.825359,,0.58,0.65,,4465,Transit,77.473633,0.305,,,,,,0.223,2.5,,
Kepler-299,,283.206964,48.580502,,1.03,0.97,,5617,Transit,2.927128,0.04,,,,,,0.118,1.32,,
Kepler-299,,283.206964,48.580502,,1.03,0.97,,5617,Transit,6.885875,0.07,,,,,,0.236,2.65,,
Kepler-299,,283.206964,48.580502,,1.03,0.97,,5617,Transit,15.054786,0.118,,,,,,0.166,1.86,,
Kepler-299,,283.206964,48.580502,,1.03,0.97,,5617,Transit,38.285489,0.22,,,,,,0.167,1.87,,
Kepler-30,1400,285.283636,38.947281,,0.95,0.99,,5498,Transit,29.33434,0.18,0.042,90.179,0.036,11.3,,0.348,3.9,1.02,
Kepler-30,1400,285.283636,38.947281,,0.95,0.99,,5498,Transit,60.323105,0.3,0.0111,90.323,2.01,640,,1.097,12.3,1.88,
Kepler-30,1400,285.283636,38.947281,,0.95,0.99,,5498,Transit,143.34394,0.5,0.022,89.841,0.073,23.1,,0.785,8.8,0.19,
Kepler-300,,295.288694,48.59972,,0.9,0.94,,5986,Transit,10.446347,0.094,,,,,,0.149,1.67,,
Kepler-300,,295.288694,48.59972,,0.9,0.94,,5986,Transit,40.714955,0.232,,,,,,0.201,2.25,,
Kepler-301,,283.982968,49.23299,,0.9,0.91,,5815,Transit,2.508553,0.036,,,,,,0.12,1.35,,
Kepler-301,,283.982968,49.23299,,0.9,0.91,,5815,Transit,5.419026,0.06,,,,,,0.12,1.35,,
Kepler-301,,283.982968,49.23299,,0.9,0.91,,5815,Transit,13.751243,0.112,,,,,,0.156,1.75,,
Kepler-302,,294.316985,43.629345,,1.22,,,5740,Transit,30.184104,0.193,,,,,,0.362,4.06,,
Kepler-302,,294.316985,43.629345,,1.22,,,5740,Transit,127.282184,0.503,,,,,,1.111,12.45,,
Kepler-303,,283.135465,43.657055,,0.48,0.59,,3944,Transit,1.937055,0.024,,,,,,0.079,0.89,,
Kepler-303,,283.135465,43.657055,,0.48,0.59,,3944,Transit,7.061149,0.057,,,,,,0.102,1.14,,
Kepler-304,,294.441763,40.557587,,0.69,0.8,,4731,Transit,3.295709,0.039,,,,,,0.255,2.86,,
Kepler-304,,294.441763,40.557587,,0.69,0.8,,4731,Transit,5.315946,0.054,,,,,,0.194,2.17,,
Kepler-304,,294.441763,40.557587,,0.69,0.8,,4731,Transit,9.653471,0.08,,,,,,0.245,2.75,,
Kepler-304,,294.441763,40.557587,,0.69,0.8,,4731,Transit,1.49914695,,,,,,,0.107,1.2,,
Kepler-305,,299.224311,40.343182,,0.79,0.76,,5100,Transit,5.487,,,,0.033,10.5,,0.321,3.6,,
Kepler-305,,299.224311,40.343182,,0.79,0.76,,5100,Transit,8.291,,,,0.019,6,,0.294,3.3,,
Kepler-305,,299.224311,40.343182,,0.79,0.76,,5100,Transit,16.738661,0.121,,,,,,0.242,2.71,,
Kepler-306,,288.538671,40.61614,,0.72,0.82,,4954,Transit,4.646186,0.05,,,,,,0.136,1.52,,
Kepler-306,,288.538671,40.61614,,0.72,0.82,,4954,Transit,7.240193,0.067,,,,,,0.21,2.35,,
Kepler-306,,288.538671,40.61614,,0.72,0.82,,4954,Transit,17.326644,0.12,,,,,,0.22,2.47,,
Kepler-306,,288.538671,40.61614,,0.72,0.82,,4954,Transit,44.840975,0.227,,,,,,0.203,2.27,,
Kepler-307,,297.795132,40.417703,,0.81,0.91,,5367,Transit,10.4208,,,,0.02341,7.44,,0.217,2.43,2.62,
Kepler-307,,297.795132,40.417703,,0.81,0.91,,5367,Transit,13.0729,,,,0.01145,3.64,,0.196,2.2,1.74,
Kepler-308,,295.785154,40.43955,,0.94,,,5895,Transit,9.694928,0.09,,,,,,0.189,2.12,,
Kepler-308,,295.785154,40.43955,,0.94,,,5895,Transit,15.38231,0.123,,,,,,0.193,2.16,,
Kepler-309,,297.509851,46.961281,,0.72,,,4713,Transit,5.923653,0.059,,,,,,0.139,1.56,,
Kepler-309,,297.509851,46.961281,,0.72,,,4713,Transit,105.356383,0.401,,,,,,0.224,2.51,,
Kepler-31,2100,294.023014,45.853081,,1.22,1.21,,6340,Transit,20.8613,0.16,,,,,,0.491,5.5,,
